65.757	59.182
67.596	58.642
69.326	57.886
70.84	56.914
72.463	55.078
73.76	53.026
74.626	50.542
88.253	50.866
81.331	49.894
75.166	49.354
75.166	48.166
75.166	46.654
74.95	44.71
74.95	44.062
86.306	44.818
87.28	45.682
90.308	46.114
91.714	45.358
123.29	47.41
123.4	46.978
108.59	45.358
93.012	43.306
93.012	42.226
92.687	41.038
92.038	40.066
90.957	39.094
89.334	38.663
87.712	39.094
86.09	40.39
85.765	41.038
85.657	41.902
81.439	41.254
73.22	39.418
72.246	38.231
71.057	37.259
69.326	36.395
66.514	35.639
65.324	35.531
64.892	35.531
62.296	35.963
59.917	36.827
57.754	38.123
56.889	39.526
44.667	42.01
44.451	41.362
43.694	39.958
43.045	39.526
41.855	38.771
40.882	38.663
38.719	39.418
37.313	41.146
37.097	42.118
36.988	42.766
37.205	43.198
27.255	44.602
20.874	45.142
6.8136	46.762
6.5973	47.194
7.03	47.41
22.171	46.438
38.502	45.25
39.8	46.006
40.666	46.222
41.639	46.222
42.072	46.006
42.937	45.682
43.586	45.142
55.266	44.278
55.05	46.114
54.942	47.41
55.05	48.598
55.266	49.138
43.694	50.542
43.694	50.758
55.374	50.434
55.699	51.298
56.023	52.486
56.564	53.566
57.213	54.646
58.078	55.51
58.835	55.942
60.566	57.562
61.106	57.994
62.404	58.426
63.053	58.858
63.702	58.966
64.243	59.074
64.351	62.746
64.676	66.633
64.676	70.737
64.676	71.925
65	72.033
65.324	72.033
65.541	67.173
65.757	62.962
65.649	59.182
57.862	49.678
61.864	50.866
64.351	51.082
65	51.082
66.622	51.082
68.677	50.758
70.516	50.326
72.354	49.678
71.705	51.73
70.84	52.81
69.002	53.998
66.514	54.43
64.243	54.538
61.972	54.322
60.241	53.674
59.16	52.594
58.511	51.406
57.754	49.786
